studyid,lat,lon,region,ef_mean,ef_sd,log_ef,GEnZ,prec,temp,crop_cat,phtype,measmethod,sand,clay,soc,ph,bd,cec,irr,tillage,ndose,nsplitc,appc,n,fert_cat
65,48.7150822606353,9.18960984015721,EU,0.00291428571428571,0.00198771738639155,-5.83813052718728,J,53,10.1885059149615,cereal,water,unknown,29,7,5.25,5.8,1.14,291,none,stubble,175,1,unknown,3,ASNC
65,48.7150822606353,9.18960984015721,EU,0.00308571428571429,0.00300747368387218,-5.78097211334733,J,53,10.1885059149615,cereal,water,unknown,29,7,5.25,5.8,1.14,291,none,stubble,175,2,unknown,3,ASNC
65,48.7150822606353,9.18960984015721,EU,0.00417142857142857,0.00318875575504085,-5.47949671876321,J,53,10.1885059149615,cereal,water,unknown,29,7,5.25,5.8,1.14,291,none,stubble,175,2,unknown,3,ASNC
65,48.7150822606353,9.18960984015721,EU,0.00394285714285714,0.00214799384333857,-5.53584965531435,J,53,10.1885059149615,cereal,water,unknown,29,7,5.25,5.8,1.14,291,none,stubble,175,3,unknown,3,ASN
66,48.718056,9.194444,EU,1e-04,0.00797720517907969,-9.21034037197618,J,662.737940831431,15,cereal,water,unknown,35,15,5.25,5.8,1.2,291,yes,none,180,1,unknown,3,O
66,48.718056,9.194444,EU,0.0127222222222222,0.0199296602586369,-4.36440503332406,J,662.737940831431,15,cereal,water,unknown,35,15,5.25,5.8,1.2,291,yes,none,180,1,unknown,3,ASC
66,48.718056,9.194444,EU,0.0331111111111111,0.0226084492017618,-3.40788636981295,J,662.737940831431,15,cereal,water,unknown,35,15,5.25,5.8,1.2,291,yes,none,180,1,unknown,3,ASC
67,48.718056,9.194444,EU,0.00758333333333333,0.0456651077369639,-4.88180242225329,J,697,8.8,cereal,water,unknown,20,15,5.25,5.8,1.14,291,yes,none,120,1,unknown,3,AS
67,48.718056,9.194444,EU,0.00748571428571429,0.036520007521854,-4.89475883671045,J,697,8.8,cereal,water,unknown,20,15,5.25,5.8,1.14,291,yes,none,175,1,unknown,3,AS
67,48.718056,9.194444,EU,0.00721739130434783,0.0313752634326405,-4.93126170655474,J,697,8.8,cereal,water,unknown,20,15,5.25,5.8,1.14,291,yes,none,230,1,unknown,3,AS
67,48.718056,9.194444,EU,0.006,0.0422003764021747,-5.11599580975408,J,697,8.8,cereal,water,unknown,20,15,5.25,5.8,1.14,291,yes,none,120,1,unknown,3,ASNC
67,48.718056,9.194444,EU,0.00371428571428571,0.0280826167371755,-5.59556889001597,J,697,8.8,cereal,water,unknown,20,15,5.25,5.8,1.14,291,yes,none,175,1,unknown,3,ASNC
67,48.718056,9.194444,EU,0.00495652173913044,0.0260814670175646,-5.30705104651679,J,697,8.8,cereal,water,unknown,20,15,5.25,5.8,1.14,291,yes,none,230,1,unknown,3,ASNC
68,48.718056,9.194444,EU,0.00833333333333333,0.04628479128653,-4.78749174278205,J,662.737940831431,10.1885059149615,cereal,water,unknown,40,20,5.25,5.8,1.14,291,none,yes,180,1,unknown,3,ASN
68,48.718056,9.194444,EU,0.00333333333333333,0.0355537996850737,-5.7037824746562,J,662.737940831431,10.1885059149615,cereal,water,unknown,40,20,5.25,5.8,1.14,291,none,yes,180,1,unknown,3,ASNC
68,48.718056,9.194444,EU,0.00888888888888889,0.0475460004165538,-4.72295322164448,J,662.737940831431,10.1885059149615,cereal,water,unknown,40,20,5.25,5.8,1.14,291,none,yes,180,1,unknown,3,AN
68,48.718056,9.194444,EU,0.00444444444444444,0.0378175125125972,-5.41610040220442,J,662.737940831431,10.1885059149615,cereal,water,unknown,40,20,5.25,5.8,1.14,291,none,yes,180,1,unknown,3,ANC
69,51.775278,7.16778,EU,0.00513636363636364,0.0181587810170406,-5.27140991362811,J,724,18,cereal,cacl2,unknown,35.5,33.4,8.27,6.5,2.65,279,yes,yes,220,3,broadcast,3,U
69,51.775278,7.16778,EU,0.00319545454545455,0.0181548693900642,-5.74602593352383,J,724,18,cereal,cacl2,unknown,35.5,33.4,8.27,6.5,2.65,279,yes,yes,220,3,broadcast,3,AS
69,51.775278,7.16778,EU,0.00234090909090909,0.0182745116023884,-6.05721592467076,J,724,18,cereal,cacl2,unknown,35.5,33.4,8.27,6.5,2.65,279,yes,yes,220,3,broadcast,3,AN
69,51.951389,7.282778,EU,0.00313636363636364,0.0148265286694471,-5.76469122774319,J,922,18,cereal,cacl2,unknown,21.2,7.5,7.02,5.3,2.65,305,yes,yes,220,3,broadcast,3,U
69,51.951389,7.282778,EU,0.00931818181818182,0.0148578666140136,-4.67578775320204,J,922,18,cereal,cacl2,unknown,21.2,7.5,7.02,5.3,2.65,305,yes,yes,220,3,broadcast,3,AS
69,51.951389,7.282778,EU,0.000513636363636364,0.0148103640109891,-7.57399500662216,J,922,18,cereal,cacl2,unknown,21.2,7.5,7.02,5.3,2.65,305,yes,yes,220,3,broadcast,3,AN
69,52.013056,7.599167,EU,0.00325,0.0145022231780632,-5.72910028264049,J,744,18,cereal,cacl2,unknown,17.9,56.2,7.16439024390244,7.4,2.65,290,yes,yes,220,3,broadcast,3,U
69,52.013056,7.599167,EU,0.00359090909090909,0.0144577045518301,-5.62934987987343,J,744,18,cereal,cacl2,unknown,17.9,56.2,7.16439024390244,7.4,2.65,290,yes,yes,220,3,broadcast,3,AS
69,52.013056,7.599167,EU,0.00348181818181818,0.0144496995106933,-5.66020065559391,J,744,18,cereal,cacl2,unknown,17.9,56.2,7.16439024390244,7.4,2.65,290,yes,yes,220,3,broadcast,3,AN
70,49.148466,9.215101,EU,0.00113,0.00539205463052331,-6.78553764625789,J,800,7.4,cereal,cacl2,unknown,25,24,1.15,6.4,1.03321148825065,237.462140992167,none,none,160,1,irrigation,3,ASN
70,49.148466,9.215101,EU,0.001,0.00509027013595156,-6.90775527898214,J,800,7.4,cereal,cacl2,unknown,25,24,1.15,6.4,1.03321148825065,237.462140992167,none,none,160,1,irrigation,3,ASNC
70,49.148466,9.215101,EU,0.000804375,0.00464532353638947,-7.12544497961388,J,800,7.4,cereal,cacl2,unknown,25,24,1.15,6.4,1.03321148825065,237.462140992167,none,none,160,1,irrigation,3,ASNC
70,49.148466,9.215101,EU,0.000258125,0.00349415877150143,-8.26206659424898,J,800,7.4,cereal,cacl2,unknown,25,24,1.15,6.4,1.03321148825065,237.462140992167,none,none,160,1,broadcast,3,ASNC
70,49.148466,9.215101,EU,0.00089,0.00588490252634032,-7.02428909523809,J,800,7.4,cereal,cacl2,unknown,25,24,1.15,6.4,1.03321148825065,237.462140992167,none,none,160,3,irrigation,3,AN
70,49.148466,9.215101,EU,0.000554375,0.00517518163405223,-7.49766920490043,J,800,7.4,cereal,cacl2,unknown,25,24,1.15,6.4,1.03321148825065,237.462140992167,none,none,160,2,irrigation,3,ASNC
71,48.716389,9.195,EU,0.00591666666666667,0.0805029516409359,-5.12998205172882,J,628,10.2,cereal,cacl2,unknown,2,26,1.19,6.7,1.14,291,yes,yes,120,1,unknown,3,ASN
71,48.716389,9.195,EU,0.00616571428571429,0.0593789826577348,-5.08875128764752,J,628,10.2,cereal,cacl2,unknown,2,26,1.19,6.7,1.14,291,yes,yes,175,1,unknown,3,ASN
71,48.716389,9.195,EU,0.00709565217391304,0.0502122386310391,-4.94827305238128,J,628,10.2,cereal,cacl2,unknown,2,26,1.19,6.7,1.14,291,yes,yes,230,1,unknown,3,ASN
71,48.716389,9.195,EU,0.0124,0.0936771947248682,-4.39005880637115,J,628,10.2,cereal,cacl2,unknown,2,26,1.19,6.7,1.14,291,yes,yes,120,1,unknown,3,ASNC
71,48.716389,9.195,EU,0.00453142857142857,0.0561222064760798,-5.3967180312708,J,628,10.2,cereal,cacl2,unknown,2,26,1.19,6.7,1.14,291,yes,yes,175,1,unknown,3,ASNC
71,48.716389,9.195,EU,0.00495869565217392,0.0457246880979206,-5.30661254618089,J,628,10.2,cereal,cacl2,unknown,2,26,1.19,6.7,1.14,291,yes,yes,230,1,unknown,3,ASNC
71,48.716389,9.195,EU,0.00491666666666667,0.0538985268257364,-5.31512448486442,J,628,10.2,cereal,cacl2,unknown,2,26,1.19,6.7,1.14,291,yes,yes,120,1,unknown,3,ASN
71,48.716389,9.195,EU,0.00572777777777778,0.0410076659285897,-5.16242764585539,J,628,10.2,cereal,cacl2,unknown,2,26,1.19,6.7,1.14,291,yes,yes,180,1,unknown,3,ASN
71,48.716389,9.195,EU,0.00705416666666667,0.0368906298144196,-4.95413682019099,J,628,10.2,cereal,cacl2,unknown,2,26,1.19,6.7,1.14,291,yes,yes,240,1,unknown,3,ASN
71,48.716389,9.195,EU,0.0116916666666667,0.0683087505060336,-4.44887894166172,J,628,10.2,cereal,cacl2,unknown,2,26,1.19,6.7,1.14,291,yes,yes,120,1,unknown,3,ASNC
71,48.716389,9.195,EU,0.00447777777777778,0.0383706471160601,-5.40862838736572,J,628,10.2,cereal,cacl2,unknown,2,26,1.19,6.7,1.14,291,yes,yes,180,1,unknown,3,ASNC
71,48.716389,9.195,EU,0.00460208333333333,0.0314156211736031,-5.38124617946396,J,628,10.2,cereal,cacl2,unknown,2,26,1.19,6.7,1.14,291,yes,yes,240,1,unknown,3,ASNC
72,36.8666666666667,115.166666666667,AS,0.00444,0.0151056316236989,-5.417100902538,K,556,13.1,cereal,water,unknown,39,2.4,0.735,8.2,1.37,205,yes,unknown,250,1,broadcast,3,AS
72,36.8666666666667,115.166666666667,AS,0.04952,0.131600869654478,-3.0053786506058,K,556,13.1,cereal,water,unknown,39,2.4,0.735,8.2,1.37,205,yes,unknown,250,1,broadcast,3,AN
73,47.2833333333333,5.28333333333333,EU,0.023169014084507,0.064893139432929,-3.76493949282398,J,810.589669457797,11.6750002006476,cereal,water,unknown,11,21,1.1,6,1.5,250,unknown,unknown,142,1,broadcast,3,MF
73,47.2833333333333,5.28333333333333,EU,1e-04,0.00572758932368279,-9.21034037197618,J,810.589669457797,11.6750002006476,cereal,water,unknown,19.4,10,8.52,8.1,1.25,250,unknown,unknown,153,1,broadcast,3,MF
73,47.2833333333333,4.377827,EU,0.00425925925925926,0.0158105543539194,-5.45866001662322,J,845.772427197161,10.5189657211304,cereal,water,unknown,17.9,50,0.95,7.9,1,331,unknown,unknown,162,1,broadcast,3,MF
73,47.2833333333333,5.28333333333333,EU,0.000301724137931035,0.00492475116074441,-8.10599740859909,J,810.589669457797,11.6750002006476,cereal,water,unknown,19.4,10,8.52,8.1,1.25,250,unknown,unknown,232,1,broadcast,3,MF
73,47.2833333333333,5.28333333333333,EU,0.0237130801687764,0.0643232480606375,-3.74172847722953,J,810.589669457797,11.6750002006476,cereal,water,unknown,11,21,1.1,6,1.5,250,unknown,unknown,237,1,broadcast,3,MF
73,47.2833333333333,4.377827,EU,0.0066793893129771,0.0200239585716761,-5.00872871582567,J,845.772427197161,10.5189657211304,cereal,water,unknown,17.9,50,0.95,7.9,1,331,unknown,unknown,262,1,broadcast,3,MF
73,47.2833333333333,5.28333333333333,EU,0.00623529411764706,0.0205127128891581,-5.07752952892629,J,810.589669457797,11.6750002006476,cereal,water,unknown,11,21,1.1,6,1.4,250,unknown,unknown,170,1,broadcast,3,AN
73,47.2833333333333,5.28333333333333,EU,0.00652941176470588,0.0212566365183263,-5.03143842172602,J,810.589669457797,11.6750002006476,cereal,water,unknown,11,21,1.1,6,1.4,250,unknown,unknown,170,1,broadcast,3,AS
73,47.2833333333333,5.28333333333333,EU,0.00494117647058824,0.0172590589158399,-5.31015182419504,J,810.589669457797,11.6750002006476,cereal,water,unknown,11,21,1.1,6,1.4,250,unknown,unknown,170,1,broadcast,3,O
73,47.2833333333333,5.28333333333333,EU,0.00494117647058824,0.0172590589158399,-5.31015182419504,J,810.589669457797,11.6750002006476,cereal,water,unknown,11,21,1.1,6,1.4,250,unknown,unknown,170,1,broadcast,3,U
74,44.855871,-123.319563,NAm,0.0114583333333333,0.0333162138272084,-4.46903801166351,J,1156.74139631206,11.3683910051297,grass,water,unknown,17.2,34.1,3.55,5.5,1,361,unknown,unknown,240,1,broadcast,3,UM
74,44.855871,-123.319563,NAm,0.00804166666666667,0.024544461004837,-4.8231189204252,J,1156.74139631206,11.3683910051297,grass,water,unknown,17.2,34.1,2.97,5.4,1.3,361,unknown,unknown,240,1,broadcast,3,UM
75,42.8833333333333,143.05,AS,0.0065,0.0204801771478924,-5.03595310208055,J,1175.24484555475,6.39856335098973,vegetable,water,unknown,53,11.7,2.98,5.7,0.7,333,unknown,unknown,40,1,banded,3,O
75,42.8833333333333,143.05,AS,0.0035,0.012930045165496,-5.65499231048677,J,1175.24484555475,6.39856335098973,vegetable,water,unknown,53,11.7,2.98,5.7,0.7,333,unknown,unknown,40,1,banded,3,O
75,42.8833333333333,143.05,AS,0.000666666666666667,0.00468893071135274,-7.3132203870903,J,1175.24484555475,6.39856335098973,vegetable,water,unknown,53,11.7,2.98,5.7,0.7,333,unknown,unknown,60,1,banded,3,O
75,42.8833333333333,143.05,AS,0.0154,0.0408192449372582,-4.17338776956255,J,1175.24484555475,6.39856335098973,vegetable,water,unknown,53,11.7,2.98,5.7,0.7,333,unknown,unknown,150,1,banded,3,O
75,42.8833333333333,143.05,AS,0.00193333333333333,0.00597130573991122,-6.24850965009787,J,1175.24484555475,6.39856335098973,vegetable,water,unknown,53,11.7,2.98,5.7,0.7,333,unknown,unknown,150,1,banded,3,O
75,42.8833333333333,143.05,AS,0.0035,0.00969333784849142,-5.65499231048677,J,1175.24484555475,6.39856335098973,vegetable,water,unknown,53,11.7,2.98,5.7,0.7,333,unknown,unknown,220,1,incorporated,3,O
75,42.8833333333333,143.05,AS,0.00727272727272727,0.0200921652754596,-4.92362391710663,J,1175.24484555475,6.39856335098973,cereal,water,unknown,53,11.7,2.98,5.7,0.7,333,unknown,unknown,110,1,incorporated,3,AS
75,42.8833333333333,143.05,AS,0.00463636363636364,0.0132806933136154,-5.37382491905618,J,1175.24484555475,6.39856335098973,cereal,water,unknown,53,11.7,2.98,5.7,0.7,333,unknown,unknown,110,1,incorporated,3,AS
76,28.6666666666667,77.2,AS,0.00508333333333333,0.0353465104154699,-5.28178806459683,R,688.962080564993,25.3951153344122,cereal,water,unknown,60,10,0.5,8.1,1.14844827586207,117.189655172414,yes,unknown,120,1,unknown,3,UC
76,28.6666666666667,77.2,AS,0.00366666666666667,0.0323554296722121,-5.60847229485188,R,688.962080564993,25.3951153344122,cereal,water,unknown,60,10,0.5,8.1,1.14844827586207,117.189655172414,yes,unknown,120,1,unknown,3,UC
76,28.6666666666667,77.2,AS,0.00566666666666667,0.0366142976110989,-5.17315422359403,R,688.962080564993,25.3951153344122,cereal,water,unknown,60,10,0.5,8.1,1.14844827586207,117.189655172414,yes,unknown,120,1,unknown,3,U
76,28.6666666666667,77.2,AS,0.00208333333333333,0.0291976020714257,-6.17378610390194,R,688.962080564993,25.3951153344122,cereal,water,unknown,60,10,0.5,8.1,1.14844827586207,117.189655172414,yes,unknown,120,1,unknown,3,UM
76,28.6666666666667,77.2,AS,0.00283333333333333,0.0306654137949824,-5.86630140415398,R,688.962080564993,25.3951153344122,cereal,water,unknown,60,10,0.5,8.1,1.14844827586207,117.189655172414,yes,unknown,120,1,unknown,3,UC
77,18.2333333333333,99.05,AS,0.00191489361702128,0.0132606246893864,-6.25809321036193,R,1150,25.8014371477324,cereal,water,unknown,53.4,24.9,2.98,6.1,1.16,176,yes,unknown,47,1,broadcast,3,AN
77,15.35,100.5,AS,0.0046031746031746,0.0173564359014967,-5.38100908239315,Q,1150,28.2488509430282,cereal,water,unknown,25.2,41.2,2.78,7.8,1.41,182,none,unknown,63,1,broadcast,3,AS
77,16.4833333333333,102.833333333333,AS,0.0024,0.0110360027607467,-6.03228654162824,Q,1150,27.653736015846,cereal,water,unknown,56.2,13.3,1.8,5.3,1.38,101,none,unknown,75,1,broadcast,3,U
77,14.5,100.833333333333,AS,0.00387096774193548,0.0156658763666842,-5.55425074068524,Q,1150,28.6534486748706,cereal,water,unknown,23.2,36.4,2,5.6,1.39,213,none,unknown,62,1,broadcast,3,UM
78,33.778823,113.611016,AS,0.0184790874524715,0.0536414971209013,-3.99111559426536,K,764.513809494418,15.6109197843477,cereal,water,unknown,21.8,30,1.14,6,0.2,244,unknown,unknown,263,1,broadcast,3,U
78,33.778823,113.611016,AS,0.0156444444444444,0.0474031061966784,-4.15763941259441,K,764.513809494418,15.6109197843477,cereal,water,unknown,21.8,30,1.14,6,0.2,244,unknown,unknown,225,1,broadcast,3,U
79,33.778823,113.611016,AS,0.00393333333333333,0.0230842551318992,-5.53826803617863,K,764.513809494418,15.6109197843477,cereal,water,unknown,21.8,29.8,0.83,7.7,1.32,244,unknown,unknown,150,1,broadcast,3,AS
79,33.778823,113.611016,AS,0.00166666666666667,0.0182661616723488,-6.39692965521615,K,764.513809494418,15.6109197843477,cereal,water,unknown,21.8,29.8,0.83,7.7,1.32,244,unknown,unknown,150,1,broadcast,3,O
79,33.778823,113.611016,AS,0.00553333333333333,0.0267419484059952,-5.19696487228775,K,764.513809494418,15.6109197843477,cereal,water,unknown,21.8,29.8,0.7,8.3,1.32,244,unknown,unknown,150,1,broadcast,3,U
79,33.778823,113.611016,AS,0.00513333333333333,0.0258135766958704,-5.27200005823066,K,764.513809494418,15.6109197843477,cereal,water,unknown,21.8,29.8,0.83,7.7,1.32,244,unknown,unknown,150,1,broadcast,3,U
79,33.778823,113.611016,AS,0.00416,0.0180284957519053,-5.48224020470897,K,764.513809494418,15.6109197843477,cereal,water,unknown,21.8,29.8,0.7,8.3,1.32,244,unknown,unknown,250,1,broadcast,3,U
80,38.4333333333333,-121.866666666667,NAm,0.000769230769230769,0.012111286511999,-7.17011954344963,L,474.417249297017,16.3663796008318,cereal,water,unknown,31,25,1.28,7.2,1.27,254,yes,disking,91,1,incorporated,3,U
80,38.4333333333333,-121.866666666667,NAm,0.00102362204724409,0.00590541286190594,-6.88440791498515,L,474.417249297017,16.3663796008318,cereal,water,unknown,31,25,1.28,7.2,1.27,254,yes,disking,254,1,incorporated,3,UM
80,38.4333333333333,-121.866666666667,NAm,0.00218543046357616,0.0109896967957821,-6.12594246133654,L,474.417249297017,16.3663796008318,cereal,water,unknown,31,25,1.28,7.2,1.27,254,yes,disking,151,1,incorporated,3,UM
80,38.4333333333333,-121.866666666667,NAm,0.00116883116883117,0.0216300860038494,-6.75175103050556,L,474.417249297017,16.3663796008318,cereal,water,unknown,21,35,1.49,7.4,1.29,254,yes,disking,154,1,incorporated,3,UM
80,38.4333333333333,-121.866666666667,NAm,0.00280788177339901,0.0202785818416665,-5.87532489719533,L,474.417249297017,16.3663796008318,cereal,water,unknown,31,25,1.28,7.2,1.27,254,yes,disking,203,1,incorporated,3,U
80,38.4333333333333,-121.866666666667,NAm,0.00333333333333333,0.0209474018860122,-5.7037824746562,L,474.417249297017,16.3663796008318,cereal,water,unknown,21,35,1.49,7.4,1.29,254,yes,disking,210,1,incorporated,3,UM
80,38.4333333333333,-121.866666666667,NAm,0.00466666666666667,0.0239531818072493,-5.36731023803499,L,474.417249297017,16.3663796008318,cereal,water,unknown,21,35,1.49,7.4,1.29,254,yes,disking,210,1,incorporated,3,AN
80,38.4333333333333,-121.866666666667,NAm,0.00638095238095238,0.0279717746648801,-5.05443791675465,L,474.417249297017,16.3663796008318,cereal,water,unknown,21,35,1.49,7.4,1.29,254,yes,disking,210,1,incorporated,3,U
80,38.4333333333333,-121.866666666667,NAm,0.00548872180451128,0.0231621565002263,-5.20505987306145,L,474.417249297017,16.3663796008318,cereal,water,unknown,21,35,1.49,7.4,1.29,254,yes,disking,266,1,incorporated,3,UM
81,32.034835,118.866429,AS,6e-04,0.00982209616769471,-7.41858090274813,K,1064.67243492321,15.89827612522,rice,water,unknown,33.7,27.2,1.073,7.99,1.31,199,unknown,unknown,100,1,incorporated,3,AS
81,32.034835,118.866429,AS,0.00442333333333333,0.013519761213455,-5.42086171930613,K,1064.67243492321,15.89827612522,rice,water,unknown,33.7,27.2,1.073,7.99,1.31,199,unknown,unknown,300,1,incorporated,3,AS
81,32.034835,118.866429,AS,0.00051,0.00965392865669189,-7.5810998322459,K,1064.67243492321,15.89827612522,rice,water,unknown,33.7,27.2,2.03,7.1,1.25,199,unknown,unknown,100,1,incorporated,3,U
81,32.034835,118.866429,AS,0.00252333333333333,0.00869949897103062,-5.98217450020089,K,1064.67243492321,15.89827612522,rice,water,unknown,33.7,27.2,2.03,7.1,1.25,199,unknown,unknown,300,1,incorporated,3,U
81,32.034835,118.866429,AS,0.00252333333333333,0.00869949897103062,-5.98217450020089,K,1064.67243492321,15.89827612522,rice,water,unknown,33.7,27.2,2.03,7.1,1.25,199,unknown,unknown,300,1,incorporated,3,U
81,28.67,77.2,AS,0.00325833333333333,0.0172811082443164,-5.72653946177882,R,750,26,cereal,water,unknown,46,21,0.43,8.1,1.38,7.3,yes,yes,120,3,broadcast,3,UC
81,28.67,77.2,AS,0.003,0.0166941970192706,-5.80914299031403,R,750,26,cereal,water,unknown,46,21,0.43,8.1,1.38,7.3,yes,yes,120,3,broadcast,3,U
81,28.67,77.2,AS,0.00329166666666667,0.017357277059191,-5.71636125686306,R,750,26,cereal,water,unknown,46,21,0.43,8.1,1.38,7.3,yes,yes,120,3,broadcast,3,UC
81,28.67,77.2,AS,0.003875,0.0187047105533526,-5.55320961617683,R,750,26,cereal,water,unknown,46,21,0.43,8.1,1.38,7.3,yes,yes,120,3,broadcast,3,U
81,28.67,77.2,AS,0.00315,0.0183663990983537,-5.7603528261446,R,750,26,cereal,water,unknown,46,21,0.43,8.1,1.38,7.3,yes,no,120,3,broadcast,3,UC
81,28.67,77.2,AS,0.00291666666666667,0.0178470162779266,-5.83731386728072,R,750,26,cereal,water,unknown,46,21,0.43,8.1,1.38,7.3,yes,no,120,3,broadcast,3,U
81,28.67,77.2,AS,0.00318333333333333,0.0184410237067816,-5.74982641315761,R,750,26,cereal,water,unknown,46,21,0.43,8.1,1.38,7.3,yes,no,120,3,broadcast,3,UC
81,28.67,77.2,AS,0.00431666666666667,0.0210322300998596,-5.4452717795047,R,750,26,cereal,water,unknown,46,21,0.43,8.1,1.38,7.3,yes,no,120,3,broadcast,3,U
82,28.67,77.2,AS,0.00469166666666667,0.022031749520445,-5.36196739362449,R,750,26,cereal,water,unknown,40,28,0.59,8,1.4,7.3,yes,no,120,3,combi,3,U
82,28.67,77.2,AS,0.00314166666666667,0.018475386540061,-5.76300183431617,R,750,26,cereal,water,unknown,40,28,0.59,8,1.4,7.3,yes,no,120,3,broadcast,3,U
82,28.67,77.2,AS,0.00215833333333333,0.0150584190274738,-6.13841896006465,R,750,26,rice,water,unknown,40,28,0.59,8,1.4,7.3,yes,no,120,3,combi,3,U
82,28.67,77.2,AS,0.002075,0.0148792910348092,-6.17779412529948,R,750,26,rice,water,unknown,40,28,0.59,8,1.4,7.3,yes,no,120,3,broadcast,3,U
83,52.86,-6.9,EU,0.0076,0.0371839514307431,-4.87960703168985,R,688.962080564993,25.3951153344122,grass,water,unknown,35.0137931034483,34,3.8,7.3,1,117.213793103448,unknown,unknown,200,1,unknown,3,AN
83,,,EU,0.00557142857142857,0.0187013962576461,-5.1901037819078,J,1083.85519192137,9.65402316259242,cereal,water,unknown,44.5,19,1.9,7,1.4,284,unknown,unknown,70,1,unknown,3,AN
83,,,EU,0.00242857142857143,0.0109640520270858,-6.02045208398123,J,895.50001525879,9.6795978412546,cereal,water,unknown,33.7,19,1.9,7,1.4,258,unknown,unknown,70,1,unknown,3,AN
83,,,EU,0.00628571428571429,0.0182932258435497,-5.06947579411919,J,895.50001525879,9.6795978412546,cereal,water,unknown,33.7,19,1.9,7,1.4,258,unknown,unknown,140,1,unknown,3,AN
83,,,EU,0.00492857142857143,0.0148062196478929,-5.31270610400014,J,895.50001525879,9.6795978412546,cereal,water,unknown,33.7,19,1.9,7,1.4,258,unknown,unknown,140,1,unknown,3,AN
83,,,EU,0.0059493670886076,0.019130941423355,-5.12447043674505,J,895.50001525879,9.6795978412546,cereal,water,unknown,33.7,19,1.9,7,1.4,258,unknown,unknown,79,1,unknown,3,AN
83,,,EU,0.00582278481012658,0.0188099306609489,-5.14597664196602,J,895.50001525879,9.6795978412546,cereal,water,unknown,33.7,19,1.9,7,1.4,258,unknown,unknown,79,1,unknown,3,AN
83,,,EU,0.0060377358490566,0.0174030786170813,-5.10972619674049,J,895.50001525879,9.6795978412546,cereal,water,unknown,33.7,19,1.9,7,1.4,258,unknown,unknown,159,1,unknown,3,AN
83,,,EU,0.0059748427672956,0.0172410239540379,-5.12019749660778,J,895.50001525879,9.6795978412546,cereal,water,unknown,33.7,19,1.9,7,1.4,258,unknown,unknown,159,1,unknown,3,AN
84,36.11,140.07,AS,0.000533333333333333,0.0037511445690822,-7.53636393840451,J,151,22.1000003814697,vegetable,water,unknown,33.7,28.1,3.13,6.02,0.92,258,unknown,Tillage,150,1,unknown,2,AN
84,36.11,140.07,AS,4e-04,0.0034696000679737,-7.82404601085629,K,151,22.1000003814697,vegetable,water,unknown,50.7,28.1,3.13,6.02,0.92,255,unknown,Tillage,150,1,unknown,2,ANC
84,36.11,140.07,AS,0.0026,0.00872731825356818,-5.9522438339547,K,151,22.1000003814697,vegetable,water,unknown,50.7,28.1,3.13,6.02,0.92,255,unknown,Tillage,150,1,unknown,2,UC
84,36.016667,140.116667,AS,0.02128,0.0672622463325901,-3.84998761450869,K,1346.45864174284,14.0135059757479,vegetable,water,unknown,50.7,27,1.7,5.7,1.09,255,unknown,unknown,250,1,unknown,2,UC
84,36.016667,140.116667,AS,0.0232,0.0721535628691715,-3.76360300030987,K,1346.45864174284,14.0135059757479,vegetable,water,unknown,28.0177777777778,27,1.7,5.7,0.702412698412698,167.146031746032,unknown,unknown,250,1,unknown,2,UC
84,36.016667,140.116667,AS,0.01304,0.0464839365099737,-4.33973372248363,K,1346.45864174284,14.0135059757479,vegetable,water,unknown,28.0177777777778,27,1.7,5.7,0.702412698412698,167.146031746032,unknown,unknown,250,1,unknown,2,U
85,,,AU,0.0107,0.135863320146981,-4.53751153751428,K,1346.45864174284,14.0135059757479,vegetable,water,unknown,28.0177777777778,46,3,5,1.07,167.146031746032,unknown,unknown,100,1,incorporated,3,U
85,,,AU,0.01,0.134506632991925,-4.60517018598809,L,499.272422831634,16.1778738279452,vegetable,water,unknown,81.9,46,3,5,1.07,200,unknown,unknown,100,1,incorporated,3,U
85,,,AU,0.0335,0.13185913151066,-3.39620984015112,L,499.272422831634,16.1778738279452,vegetable,water,unknown,81.9,46,3,5,1.07,200,unknown,unknown,200,1,incorporated,3,U
85,,,AU,0.01475,0.0877158098223867,-4.21651219619631,L,499.272422831634,16.1778738279452,vegetable,water,unknown,81.9,46,3,5,1.07,200,unknown,unknown,200,1,incorporated,3,U
86,44.88,7.683,EU,0.0314615384615385,0.0956252727513195,-3.45898948040087,L,734,12.2,cereal,water,unknown,36,8,1.02,8.1,1.22,200,sprinkler,unknown,130,1,broadcast,3,U
87,44.78,11.03,EU,0.00288888888888889,0.017518256856825,-5.84688331829687,K,397.400005340576,19.6666666666667,cereal,water,unknown,31.5,21.7,1.38,7.6,1.33,244,unknown,Tillage,225,2,broadcast,3,U
88,,,EU,0.04625,0.251821356005361,-3.0736938150237,K,705.672425372848,14.0152301419227,grass,water,unknown,8.4,38.3,40.5,5.6,0.3,285,unknown,unknown,60,1,broadcast,3,AN
88,,,EU,0.0295833333333333,0.214996550551142,-3.52054413929472,G,662.389667624029,8.62327600587373,grass,water,unknown,22.2,31.6,35.6,7.2,0.45,327,unknown,unknown,60,1,broadcast,3,AN
88,,,EU,1e-04,0.144456086152309,-9.21034037197618,G,662.389667624029,8.62327600587373,grass,water,unknown,22.2,31.6,35.6,7.2,0.45,327,unknown,unknown,60,1,broadcast,3,AN
